,Text,Prediction
74,Lefties Gran Vía entré a trabajar en Lefties de Gran Vía como preparación mi destino final era el Lefties de un centro comercial que se estaba construyendo Nada más entrar avisé de que uno de mis días de trabajo un sábado no iba a poder ir tenía una boda y era la madrina Me ofrecí a cambiar ese día por uno de mis días libres doblar turno otro sábado o incluso varios sábados aunque supusiera recuperar el doble de horas Las encargadas me dijeron que sin problema que no me preocupara por eso que ya veríamos cómo hacerlo Los días previos a la boda les preguntaba que al final cuál era la solución y me daban largas El día de antes un viernes a última hora y ya rozando la desesperación le pregunto a una de las dependientas de más antigüedad no había ninguna encargada Me dice Ay no te lo quería decir hasta que no terminaras la jornada Me han dicho que te diga que no has superado tu periodo de prueba Lo siento Una semana después fui a firmar el despido y estando por fin la encargada le pregunté por qué no había superando el periodo de prueba si en ningún momento nadie me dijo que estaba haciendo algo mal ni ningún comentario de ese tipo además ya había trabajado antes en Inditex y al terminar mi contrato volvieron a llamarme Me dijo que ella no sabía nada que era cosa de otra encargada que yo no daría el perfil o algo así Sin más Así que me echaron sin respuestas Aunque la respuesta está clara Inditex tiene a miles de personas deseando trabajar para ellos cosa que no entiendo a 4 h Al mínimo contratiempo te echan porque no les merece la pena ni buscar soluciones Cogen a la siguiente y ya está Lefties Granvia TrabajosRuineros,1
75,Just Eat He estado en mil empresas horribles pero esta se lleva la palma no me hicieron ni entrevista y me dijeron que empezaba a trabajar cierto día sin siquiera darme la formación para trabajar con las apps que usan en la empresa y diciéndome una hora antes de empezar a trabajar en mi primer día donde tenia que presentarme Si haces horas extras tienes que llamar a la central para confirmarlas y nunca cogen en el teléfono asíque no te las pagan Es siempre con jornada partida por la mañana y por la noche la cual te ocupa la vida y cinco euros netos la hora sumando el abuso que cometen con sus trabajadores llevándolos al limite rozando el acoso por teléfono si tardas en contestar al whatsapp porque vas conduciendo PD Compañeros han tenido accidentes con la moto y han tenido la cara de decirles que siguieran trabajando que no era para tanto JustEat Madrid,1
76,Mcdonalds Gran via Mira la peor experiencia de mi vida trabajaba con una h p que nos hacía chantaje a mi me decía que como no haga bien los cierres que me van a llevar a la parte de las hamburguesas para hacer noches y comer mierda incluso me amenazo con echarme del trabajo me dijo que no podía aspirar a algo mejor porque este era el mejor trabajo que me iba a encontrar A una chica que la dio un ataque de ansiedad ni se molestó en tranquilizarla es más la seguían enchufando mierda Y encima los encargados pasan del McCafé que estás en la mierda con clientes y falta producto Te jodes y bailas pasas muchas horas ahí solo y cuando lo tienes todo hecho se quejan que estes ahí parado sin hacer nada También están todo el rato mirando por las cámaras a ver qué haces yo me tenia que esconder porque la situación era insostenible no recomiendo trabajar ahí para nada es una basura mal pagada que esa es otra para las horas que haces ahí no pagan bien Y encima amenazó con hacer filtro que toda la gente que no vale se va a ir del McCafé como si fuese la jefa del cotarro cuando era la misma mierda que nosotros Mcdonalds GranVia,1
77,Wiii Nos Mola mucho que nos enviéis experiencias de Barcelona Empresa Barna Porters Barcelona Pues esta empresa por llamarla de alguna forma paga una mierda 3 6 la hora Bien Pues lo peor es que te hacían trabajar 12h seguidas Eso no es lo peor En mi caso me dejaron 12h a 3grados vigilando 3 casetas de madera en una plaza Total Lo mismo que tener a nadie porque si alguien hace algo yo no podía hacer nada Ni walkie talkie ni compañero ni nada A las 7h viene un tío que ni conocía de nada y me dice que tengo 10 mins para ir a comer el bocadillo Pues nada 10 mins y como bocata A las 11h de estar allí de pie con tanto frío me empiezo a encontrar super mal Así que abandono mi puesto de trabajo y voy al central a decirlo Pues la bronca que me cae es digna de película A los meses me gano un puesto mejor En una caseta con calefacción etc un día yendo tengo accidente de moto y me tienen que dar la baja Llamo al jefe y lo primero que me dice es joder ahora yo que hago Pasan 3 meses me recupero y me manda otra vez a la calle BarnaPorters Barcelona,1
78,Hola buenas te cuento mi última experiencia con la empresa IZAS OUTDOOR Primero de todo mi ex jefe era un baboso que cual me miraba el culo me hacía levantarme la camiseta para ver como me quedaba el uniforme me hacía darme la vuelta para mirarme el culo etc etc Para colmo por desgracia me lesione y me tuve que coger una baja de 2 semanas Al volver me echaron con una carta de despido disciplinario alegando que no hacía bien mi trabajo En IZAS zaragoza izas Zaragoza,1
79,Escuela Jung trabaja en contrato de formación con las mismas responsabilidades que un puesto normal y corriente por el módico precio de 790 Ah Y por supuesto trabajarás los fines de semana gratis pero eh es que verás gratis ese curso de coaching que no te importa tres mierdas aunque sea ilegal hacer horas extras bajo contrato de formación Y por supuesto la formación que te viene por contrato la harás en tu casa y no en tu puesto Escuela Jung expertos en exploración En esta empresa estuve primero de secretaria de la jefa comercial Al principio todo bien hasta que me negué a trabajar los findes de gratis y empecé a ver cagadas gordas de mi jefa Como mi madre era muy buena amiga de la directora de la escuela le dio miedo que le dijésemos algo acerca de esas cagadas A partir de ahí la jefa empezó a dejarme en evidencia delante de todo aquel que podía fuesen compañeras o clientes Me criticaba por no llenarme la cara de maquillaje Me decía que no servía para el puesto pero curiosamente luego estuve formando a dos personas para desempeñar mi puesto antes de cambiarme de departamento Al final consiguió que me despidieran y quisieron liquidarme con 500 tras un año de trabajo Lamentable Madrid TrabajosRuineros,1
80,Bueno bueno pisando fuerte esta mañana con AMAZON Estuve trabajando en Amazon de San Fernando durante 2 meses contratado a través de la ETT ManPower Sabiendo que iba a ser un trabajo para pocos meses decidí hacer el máximo número de horas extra para intentar ganar lo máximo posible Al final una vez finalizada mi relación con ellos tenía contabilizadas un total de 21 horas entre Extras y Flexibles en Amazon existen dos tipos de horas extra las Extras como tal que te las avisan el mismo día y son opcionales y las Flexibles que te las avisan con 5 días de antelación y son obligatorias El tema cuando finalicé definitivamente mi relación con ellos tenía contabilizadas un total de 21 horas extra y me pagaron nada más que 7 Tengo compañeros testigos que pueden verificarlo la lista detallada de los días y horas que he hecho Y cuando he ido a reclamar después de correos sin contestar llamadas sin respuesta y tener que presentarme en persona en la oficina me dicen que está todo correcto y que no me las van a pagar Son casi 200 que me han dejado de pagar a sabiendas que tengo todas las de perder ya que el meterme en un proceso judicial me saldría hasta más caro aunque me dieran la razón Sé que no soy el primero ni el último afectado por ManPower y Amazon que se creen los amos del mundo pero al menos podemos hacer ver al mayor número de gente qué tipo de gentuza son Mucho amiguismo buen rollismo mesas de pinpong y mierdas de colores pero no es más que para ocultar la verdadera explotación a la que tienen sometidos a muchos trabajadores y trabajadoras Amazon Madrid,1
81,Hola os voy a hablar sobre una residencia de ancianos ubicada en Murcia Entré a trabajar un 31 de Julio del 2017 Los primeros días todo iba bien las compis majas y yo agusto Pero iban pasando los días y empecé a notar malas actitudes hacia a mi Era como si no estuviera allí trabajando con ellas las pedía ayuda para acostar a algún anciano xq no podías acostarlos cn grúas y me decían si ahora voy Y no aparecían tenía q hacerlo sola Les pedía ayuda para cualquier otra cosa y me decían no ahora no puedo Y claro mi actitud debió de cambiar porq la directora me llamó para hablar conmigo q haber q actitud era esa q mis compañeros se habían quejado de mi hasta se plantearon mi profesionalidad diciendome es que dudamos de si has trabajado en otras residencias Y yo q antes de trabaja ahí habia estado en otras 3 resis y en ninguna tuve problemas nadie hacía quejas sobre mi o x lo menos nadie me lo hacía llegar Y todo eso me causó una crisis de ansiedad y tuve que dejarlo Murcia Residencia,1
82,Buenas Quería dar a conocer mi experiencia en una residencia llamada AMMA hay muchas por Madrid y seguramente por todo España En concreto esta es de la zona de Valdebernardo Fue mi primera experiencia en el mundo de los TAPSD Técnico en atención a personas en situación de dependencia después de haber terminado mis prácticas en otra residencia que fue una maravilla Esta residencia me sorprendió en número de usuarios en comparación a los técnicos que había aproximadamente tenias a ti cargo a unas 15 personas mínimo para atenderlas a la hora de ayudarles a comer asearles y llevar al aseo Digo 15 usuarios quedándome corto Lo peor de todo no es la cantidad de usuarios que tenía a cargo Los técnicos que había allí trataban a los usuarios como ningún técnico querría ver me refiero a dar a la fuerza las comidas a usuarios que no querían comer o desistir si el usuario no quería comer diciendo que así cenaria mejor Estoy hablando de usuarios tetraplegicos o con problemas Similares A parte los traslados de la cama a la silla de ruedas o viceversa era de risa cada técnico tenía que hacerlo solo y muchas veces sin grúa por que las debajan en el pasillo o a la entrada de la habitación para que no lo viesen las cámaras Había un encargado que no sólo me metía mano sino que también me acosaba por WhatsApp para quedar y hacer trios con otra chica Si no te daba tiempo a hacer correctamente el aseo o los cambios de pañales el usuario se quedaba sucio hasta el siguiente cambio Los compañeros en general en vez de ayudarse se ponían a parir delante de los usuarios En fin Estuve dos meses y me echaron por ser demasiado lento Espero que no vaya nadie a trabajar ahí ni a llevar a ningún familiar Hay sitios mejores en los que a las personas se les trata con cariño y respeto y hace que los profesionales sean profesionales con todo lo que conlleva el trabajo que es Una persona minusvalida no tiene que vivir una experiencia así AMMA Residencia,1
83,Estuve dos meses trabajando en el McDonald s de Barajas he llegado a trabajar 10 horas renunciando al descanso porque el encargado me lo pedía con unos horarios que al no ser fijos no te dejan hacer planes en tu vida porque lo mismo te ponen de mañana de tarde o de noche a dos días de terminar el periodo de prueba me echaron porque no les conviene tener a más gente fija a pesar de que no me dieron explicación alguna sobre si había tenido algún error y de que tanto encargados como compañeros querían que me quedase He llegado a tener que trabajar en exteriores cambiando cubos o barriendo mientras llovía Y sin poder negarme por si me despedían En definitiva sabes cuándo entras pero no cuándo vas a salir y muchas veces te cargan con tareas que para una sola persona son excesivas como pasarte todo tu turno en el congelador metiendo los pedidos del almacén Y para más cachondeo te dicen que tienes que esperar como mínimo 15 días para que te den la liquidación de lo que te deben A veces no había jabón para lavarse las manos cuando estabas en la cocina y aún así aunque las reglas de sanidad dicen que te tienes que lavar las manos cada hora o después de tocar otros objetos esto no se cumplía Como aspecto positivo diré que los compañeros siempre estaban dispuestos a ayudarte cuando hacía falta trabajosruineros mcdonalds barajas madrid,1
84,Pastelería Jibe Salamanca Acabé el curso el 20 de junio y gracias a un compañero me llamaron para trabajar en una pastelería fui a hablar con los dueños que eran los mismos que trabajaban en el obrador y todo bien 800 de 9 a 4 media mañana de obrador y la otra media de repartidor con la furgoneta de la empresa total esto fue un viernes pues empecé el lunes todo parecía ir bien ellos estaban muy contentos conmigo por lo que me decían etc Aun no tenia mi contrato ni impreso ni visto ni firmado Total después de casi 10 días pidiendoselo tuve una caída fuera de horario laboral me fracture la muñeka y me semiescayolaron el brazo por un plazo de 15 días nada mas salir del hospital me presente alli para disculparme y encontrar una solución me dijeron que al no estar arreglado aun el contrato no pasaba nada me dieron en negro la parte de esos días de trabajo y me dijeron que en cuanto estuviese recuperado volviese pero que por favor si les podía conseguir a alguien para cubrirme y Porque había aumentado el volumen de trabajo total EB cuando me quitaron la escayola volví unos 15 días la cosa había cambiado ya solo estaba en obrador y descansaba los lunes me pagaban por horas y mi contrato era de media jornada como ayudante de ventas esto me indigno mucho pero al quedar mes y medio para volver a las clases y necesitar el dinero decidí seguir hasta que el vacile fue en aumento no me dejaban ir al baño hechaba 8 9 horas diarias cotizando la mitad me llamaba u Por la noche para ir al fía siguiente antes Hasta que llego el momento de que en mi lunes de descanso me llamó diciéndome con muy malas formas que donde estaba que no había ido a trabajar decidí dejarlo y no vi ni un duro de finiquito ni nada y encima comentarios de muy malas formas no soy el único porque conozco otras experiencias espero que aunque sea una ciudad pequeña se de a conocer esto trabajosruineros jibe salamanca,1
85,Entre como cajero contrato de 17 horas como maximisimo con lo cual no da para vivir eramos un monton de cajeros contratos temporales y al año a la calle para no tener q hacerte fijo ya contratatn a otros tantos El caso es que a mi al estar prácticamente al llegar al año y con posibilidad de hacerme fijo me acusan de haberme quedado dinero cuando en un año nunca me habia faltado ni un centimo que era la jefa de cajas y atención al cliente me sube a uj cuarto donde ella y la jefa de rrhh me hacen un interrogatorio chungo esperando que dijera que tenia yo la pasta me hicieron pasar el peor rato de mi vida llorando y temblando pedia que me dejarán ver grabaciones que era algo muy serio que tenia que haber un error utilizando frases como tu sabes lo que va a pasar ahora o dinoslo sabemos q has sido tu pretendian amedrentarme y que confesara pero yo no habia hecho nada Una pena que acabara un año cojonudo de esa manera con amenzas y juego sucio Yo entomces era un crío prácticamente y no supe reaccionar tendria q haberles denunciado me parece cojonuda esta página para descubrir caciques y sinvergüenzas Un saludo y mucha fuerza No se si esto se publicara o no me es indiferente sólo queria contar una de las peores si no la peor experiencia laboral en mi vida trabajosruineros ikea ensanchedevallecas madrid,1
86,C A Goya Madrid Mi contrato era de 20 horas fines de semana viernes sabado y domingo Al final trabajaba en la tienda 5 días a la semana por un horas complementarias unas horas extra que en la entrevista me dijeron que podía hacer si quería o negar si no podía Un día pedí que esa semana no me pusieran horas complementarias porque estaba de exámenes y que la semana siguiente haría el doble de horas Me dijeron que tenía que cumplirlas si o si El mismo día tuve que irme ante la imposibilidad de incluso acudir a los exámenes oficiales universitarios porque no me dejaban cambiar esas horas extra Al presentar mi carta de renuncia la chica de recursos humanos no quiso firmarla y tuve que llevar a un administrador que le tuvo que amenazar con llamar a la policía porque no me dejaban irme de la empresa trabajosruineros c a goya madrid,1
87,VIPS ÁTICA Estuve unos meses trabajando y fatal El gerente era un machista baboso los encargados unos hipócritas interesados los compañeros salvando a dos o tres unas lagartas que les dabas la mano y te cogían el brazo La mayoría de clientes eran de morro fino Había muy poco personal y cada día salías mínimo media hora más tarde Al no tener coche y tener que ir en transporte ibas al límite No te daban ni las gracias y esa media hora no cobré ninguna Te EXTORSIONABAN para hacer horas complementarias cuando son opcionales Te intimidaban para que fueras a trabajar miraban tu última hora de conexión fotos para ver si saliste o no Un día me levanté con 17 llamadas perdidas Dejaban a un camarero con toda la sala y estabas totalmente desbordado y desquiciado trabajosruineros vips atica pozuelodealarcon madrid,1
88,continuación del post anterior Recuerdo estar 1 semana trabajando fuera donde tu Tuve que convivir con el y vi perfectamente como echo a un compañero desde su movil simplemente diciendole mañana no vengas y no te pienses que vas a cobrar este mes En ese momento fue cuando me plantee seriamente abandonar la empresa en el momento en el que cobrase mi mes pero eso nunca llego porque nunca pagaba a tiempo te pagaba cuando le apetecia y te iba dando largas para pagar incluso llegando a estar meses sin cobrar Aparte que se supone que trabajabamos 8 horas al dia con 1 dia a la semana de descanso y muchas veces esas 8 horas eran 16 y no habia un solo dia a la semana de descanso llegue a trabajar 25 dias seguidos y de esas horas extra se supone que te lo daba en dias libres que por supuesto elegia el y te decia el dia de antes En mis ultimos dias trabajando para el nos obligo a mi y a mis compañeros a ir de fiesta con el donde nos dijo que eso contaba como dia libre porque pese a estar a 500 km de mi casa no estaba currando y que por tanto era un dia libre Esa semana le pedi 3 dias libres que me debia ya que los necesitaba y me los dio el ultimo dia antes de irme me quede solo en la oficina y me encargo editar 4 videos de mas de 2 minutos realizar 3 inventarios de evento los cuales tenia que hacer practicamente a ciegas porque nunca sabias el material que habia y estar pasandole videos a un cliente El caso es que de todo eso solo me deje un inventario que hacer y al dia siguiente una de mis compañeras a la cual no culpo en parte porque todos teniamos un estres encima del 15 empezo a discutir conmigo por dejarme sin hacer ese inventario a lo que el jefe respondio con un tomate vacaciones indefinidas A dia de hoy sigo de trámites puesto que me debe 2 meses de salario En el momento que me echo me dijo que me los pagaría en 3 meses porque no entraba en el planning de la empresa el pagarme ese dinero cuando 1 dia antes de irme esos 3 dias ne dijo que si me venia bien que me diera el dinero en mano y que lo ingresase yo en el banco lo cual es ilegal trabajosruineros noabroadcast madrid,1
89,Mi historia comienza el año pasado termine mis estudios audiovisuales y comence a buscar empleo surgio un trabajo bastante prometedor en una empresa llamada NOA Broadcast dedicada a la retransmision de Streaming deportivo Resulta que en la presentacion se nos dijo que para entrar tenias que hacer un curso que daba la propia empresa con un coste de 400 euros y que a partir de ahi te llamaban para trabajar y o te metian fijo a la empresa Yo como un estupido cai y estuve 1 mes en un curso que no valia para nada los 400 euros bajo la promesa de que al final de este obtendria un título que jamas se me dio Al acabar ese mes de curso te hacia dar 2 Prácticas que basicamente consistia en movilizarte a donde se hiciera el evento a retransmitir y trabajar gratis los dias que hiciera falta Por suerte se lio y me envio a trabajar 1 semana que me tuvo que pagar porque yo ya habia realizado 2 practicas al regresar de esta semana me ofrecio quedarme en la empresa con un sueldo de 1000 eu Euros por lo que acepte y empece mi suplicio a partir de ahi todo eran enfados y gritos por telefono insultos amenazas con quitarte el sueldo a final de mes todo esto porque no teniamos contrato y nos tenia de falsos autonomos por lo que teniamos que enviarle facturas a final de mes a traves de una cooperativa o siendo autonomos como tal Basicamente todo los materiales que teniamos para trabajar ordenadores camaras routers cables etc estaban en muy mal estado los ordenadores estaban llenos de virus y con una potencia que no soportaba ni de lejos la realizacion de streaming por lo que a mitad de este se apagaban o se quedaban bloqueados y eramos nosotros quienes teniamos que dar la cara al cliente que habia contratado el serivicio en muchos casos federaciones oficiales de deporte nacional mientras por otro lado el nos llamaba insultandonos y exigiendonos que trabajasemos bien o nos echaba todo esto a gritos para variar Recuerdo estar 1 semana trabajando fuera donde tu trabajosruineros noabroadcast madrid,1
90,BAR LEVIES En el centro de Sevilla Mi experiencia en este bar no duró más de dos meses debido a la presión y el acoso que allí existía La plantilla de trabajadores era genial unos jóvenes primerizos en el mundo laboral como yo así pues me divertía mucho con ellos Pero que cuanto de raro era que un bar en pleno centro de Sevilla sólo contratase a jóvenes sin experiencia y digo contratase porque jamás firmé un contrato Todo me lo pagaban en negro trabajaba por 5 euros la hora durante 12 horas con un descanso de 5 minutos por jornada no podía comer nada que allí se hiciese a no ser que lo pagase y que no te pillasen haciéndolo sino tus propinas del mes se veían afectadas Propinas que los propios jefes aun sin trabajar allí también solicitaban y tomaban de ellas El dinero era una locura cada día uno de nosotros los inexpertos hacia la caja del día y siempre mágicamente faltaba dinero que casualidad que a eso de las 4 de la tarde siempre pasaba uno de los tres hermanos ya que son 3 jefes y metía las manos y las narices en la caja registradora para seguir consumiendo a sus anchas No era el horario ni el no poder comer lo peor Lo más mezquino era el trato con el que te trataban en especial uno de ellos uno que hacía lo que le daba la gana que se creía el rey y amo del lugar que podía decirte en cualquier momento la chorrada más grande del mundo que tenía el lujo de llamarte belleza y decirte con gran chulería que seguro que tu estabas loca por él He recibido insultos y vejaciones por su parte me he sentido como un objeto cuando después de una jornada de 13 horas ha venido a darme una croqueta y he tenido que estar agradecida por ello Me gustaría que estoy fuese anónimo ya que he tenido serios problemas con ellos pero se repite siempre el mismo patrón es un bar donde nadie se queda Todos pasan y todos se van por lo mismo Es inaguantable Además he de decir que estábamos dados de alta en la seguridad social 4 horas semanales cuando a la semana perfectamente podíamos hacer 45 horas o más trabajosruineros barlevies sevilla,1
91,Casa Elias cualquier tienda de Madrid especialmente la de Tetuan Me contrataron a 20h pero como estaba en formación mi jefa V no quería darme mi horario Me decía que mediante WhatsApp me diría hora y tienda de Madrid a la que tendría que ir a trabajar Un día a las 11 de la noche me dijo que abría en la otra punta de Madrid No me querían avisar con tiempo de cuanto tiempo estaría en una tienda o en otra En la tienda de Tetuan me INSTABAN A VENDER COSAS EN MAL ESTADO Me decían que no pasaba nada que eso se lo llevaba la gente Tenían un almacén super desorganizado a esa tienda inspección de sanidad creo recordar que la habían ya sancionado De eso no estoy muy segura El caso es que me obligaban a trepar literal por el almacén Total que me hice daño y no me dejaban irme a mi casa Me queme con una plancha encendida y nor me dejaban ir a la mutua que ya si eso cuando terminara mi jornada laboral Me fui y dije que no pensaba volver que me parecía vergonzoso Y así fue trabajosruineros casaelias tetuan madrid,1
92,Tele operador para campaña de Vodafone Madrid Bueno como empezar la ETT nos dijo que sería un trabajo con sueldo fijo y que NO iría por objetivos Remarco el NO porque en estos trabajos de comercial ya se sabe que pasa con los objetivos Cuando llegamos a la plataforma el panorama era el siguiente unos jefes que iban de enrollados en la puerta pero que luego estaban con el látigo de una manera bastante desagradable había unos jueguecitos que para mi no son más que humillaciones El que menos vendía tenía que ponerse en frente de los compañeros a recibir unos pelotazos de goma y encima tenía que aguantar que el coordinador le diera con un martillo de plástico en la mesa constantemente Entramos 25 en la formación y quedaron 2 si no tenías x ventas la primera semana a pesar de decirte que el trabajo no iba por objetivos te echaban trabajosruineros madisonmk ciudadlineal madrid,1
93,NAVARRO GAROE Mi primer trabajo fue vendiendo cupones de la cruz roja mi empresa era Navarro Garoe pero hay un montón mas y fue el peor con diferencia A diferencia de otros yo no cobraba a comision sino que tenia mi sueldo fijo y aparte si vendía más del mínimo media de 20 diarios 100 semanales cobraba extra una miseria Currabas 5 dias a la semana 4 horas cada dia Cada dia ibas a una hora y a un sitio distinto los cuales te decian el dia anterior a las 22 de la noche El dinero que ganaras ese dia Tenias que ingresarlo antes del dia siguiente a las 10 de la mañana en una caixa si o si si no podias les daba igual aunque no fuera en tu horario de trabajo Te obligaban a mandar tu ubicacion cuando llegabas y cuando te ibas a veces te ponian a mas compañeros en el mismo punto llegando a ser hasta 4 lo cual hacia que hubiera 0 compañerismo En los hospitales te obligaban a ofrecerselo a todo el mundo incluso a los que vieras mas enfermos sobre los cuales tenias que hacer mas hincapie Basicamente si no llegabas al minimo te llamaban x tlf y te citaban en la oficina para firmar tu despido Se aprovechan de la gente joven que busca trabajo y explotan a mas no poder Creo que ya ni pagan sueldo fijo ya es todo a comisión Una vergüenza Aparte se me ha olvidado decir que la formacion consistia en salir a la calle con 10 libretas que valian 10 euros cada una y no tenia que ver nada con la cruz roja ni con la campaña para la que ibamos a trabajar y vender las maximas posibles El dinero por supuesto se lo quedaron ellos y no nos pagaron el dia de ninguna forma Nos dijeron que nos lo tomaramos como un dia de practicas xdddd flipantw CruzRoja Cupones Madrid,1
94,BUM Que hay buenas lo primero Enhorabuena por la cuenta y mucho animo El caso q te voy a contar es heavy se trata del Teatro Flamenco Madrid actuales dueños del teatro alfil Tras un año trabajando con ellos una compañera y yo decidimos dejar el curro aun siendo el sueldo y las horas legales y rentables El caso es que toda la plantilla de responsables apenas sin excepción crean el ambiente laboral más misógino machista homófobo racista y clasista que haya visto jamás Desde tener que convivir con lo que ellos llaman cultura del piropo y que justifican con ser de Jerez o Sevilla a autenticas actitudes imperdonables con las trabajadoras baboseos comentarios incesantes el día del orgullo hicieron un espectáculo llevado a cabo al 100 por un colectivo de integrantes homosexuales y no cesaron los comentarios tipo cerrad el culo no apageis la luz aunque ellos mismos les habian contratado Tuvimos un conflicto gordo por el que salimos de esa cueva de neardentales en el que el el encargado del bar llegó a decir quot una esvástica hoy en día no significa nada quot Si pasáis por calle pez a echar cvs y no quereis currar para un ejercito de Bertinos Osbornes ni os acerqueis sobre todo si eres mujer por favor sigue buscando saldrá algo mejor TeatroFlamencoMadrid Madrid,1
95,Noticias de Bilbao Cash converters Bilbao Hola yo trabajé 3 meses allí Contrato 3 meses media jornada 6 días a la semana 28h semanales Sabado incluido 465 euros Mi función era comprar productos a la gente y ponerles precio para la posterior venta En la entrevista me dijeron que lo primero era el cliente etc etc etc Pues bien desde el minuto 1 el jefe conocido como x no paro de apretarnos indirectamente te exige que times a la gente ponen papeles con el porcentaje que has sacado de Beneficio para apretar es decir comprar por 2 duros para vender mas mas caro Cuando llego lo de los micro prestamos dijo literal A moros gitanos o gente de fuera mejor que no yo miraba a los compañeros y miraban para abajo como asustados todos los días si no cumplías un porcentaje exagerado salía al mostrador y te llamaba a su despacho para echarte la bronca a gritos y de mala manera Cuantas broncas y gritos agachando la cabeza Y a todxs los compañerxs a mi algo mas por que eran mis primeros días Hablando con lxs compañeros todos coincidían pero por miedo no querían hablar En los últimos 15 días cogí una neumonía y me puse enfermo acudí con la baja y directamente sin mirarme a la cara no quiso coger el papel de la baja y me dio el finiquito de despido Espero que esto sirva para alguien mucho ánimo compañerxs Esta fue mi experiencia explotado en Cash converters de Bilbao la famosa tienda de segunda mano CashConverters Bilbao,1
96,Trabajo pecario como extra sin contrato alguno y con una presión que no era ni normal Les multaron por tener a gente sin contrato y con contratos de formación en vez de contratos indefinidos o a tiempo parcial y en mi caso siguieron exactamente igual sin darme de alta a lo que alegaron que al final por conveniencia de ambos de estar sin contrato le tocaba pagar a el las multas Aún me pregunto en qué punto creían que yo prefería estar sin contrato deli_rant Restaurante Valencia,1
97,Escribo mi experiencia en el Undiz del Plaza Norte 2 en San Sebastian de los Reyes Mi contrato duraba 3 meses de 15h solo viernes y fines de semana El personal era de 4 contando conmigo más la encargada 5 Durante el primer mes y medio de contrato resulta que no habia encargada porque la anterior se había ido y estaban buscando a una por el momento todo bien Los problemas empezaron cuando vino la que iba a ser nuestra encargada Todos los días había que hacer las distintas funciones en la tienda y con solo dos personas tu compañera y tu y allá te las apañes para que todo este recogido actualices la tienda recojas el probador atiendas cobres y arquees la caja Cuando vino la supuesta encargada y te tocaba con ella 8 horas de un sábado 30mindescanso NO HACIA NADA y se quedaba mirando mientras tu lo hacías TO DO te miraba como evaluándote y siendo la encargada no te formaba solo criticaba Despues de los tres meses de contrato me dijo que no me renovaba porque no la gustaba mi trabajo Todos felices La cosa no acaba aquí Encontré trabajo en el jd del mismo centro y ya me habian cogido cuando de repente después de dar referencias de mis anteriores trabajos puesto que yo no había acabo a malas con ella me llamaron y me dijeron que alguien había dicho malas referencias mias Como no había sido ella cuando la pedi explicaciones se la cayó la cara de vergüenza y me largue con una hoja de recomendaciones de la empresa Undiz A esta encargada la echaron del kiko milano del mismo plaza norte por robar de la caja y fui culpada mas de una vez de que faltaba dinero del undiz Undiz PlazaNorte,1
98,Entre a Indra ultra motivado porque desde fuera parecía una empresa en la que todo el mundo quería trabajar buen ambiente formación revisión salarial Los 3 primeros meses fueron de adaptación A partir del cuarto empecé a ver lo podrido que estaba por dentro A los responsables de los proyectos les daba igual que los trabajadores perdieran sus trabajos su sueldo y su dignidad Mientras no fueran ellos los perjudicados eran capaces de manejar información hasta tal punto de que una cagada de pérdidas de millones de euros tuviera consecuencias negativas para un trabajador que no tenía nada que ver Allí no se habla allí se vocea se grita se Dan golpes a las mesas hasta he visto como mi responsable cogía de la pechera a un compañero Son gentuza y punto He conocido ingenieros increíblemente buenos que han tenido que irse porque no aguantaban más a tanta gentuza Supuestamente Indra es una multinacional tecnológica con mucho nombre pero por dentro es un verdadero infierno Abusan de los sueldos Pagan una mierda Abusan de la buena fe de las personas Abusan de tu tiempo lo único que les interesa es salir en la foto con los clientes y los únicos que se salvan son los que ríen las gracias y lamen el culo Es un verdadero infierno de verdad explotación en toda regla Indra Torrejon,1
